Date,Close,High,Low,Open,Volume,Return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_ma_5,return_ma_10,volatility_5,volatility_10,volatility_20,target_direction,target_return
2000-02-02,1409.1199951171875,1420.6099853515625,1403.489990234375,1409.280029296875,1038600000,-0.0001135574026174,0.0106278192092452,0.0252175669743883,-0.0274568290279029,-0.0042127212563867,4.7481581199659494e-05,-0.0030816732135658803,0.019595922078711085,0.015987981932622138,0.0165190704286754,1,0.0112481375900279
2000-02-03,1424.969970703125,1425.780029296875,1398.52001953125,1409.1199951171875,1146500000,0.0112481375900279,-0.0001135574026174,0.0106278192092452,0.0252175669743883,-0.0039384279933456,0.0008673143519535196,-0.003145258275952931,0.01945839552054965,0.015973313867903346,0.01405608472518598,0,-0.0004210443716519
2000-02-04,1424.3699951171875,1435.9100341796875,1420.6300048828125,1424.969970703125,1045100000,-0.0004210443716519,0.0112481375900279,-0.0001135574026174,0.0106278192092452,-0.0274568290279029,0.0039046274686282195,-0.0013109124095406807,0.019704419565821456,0.016513426874221387,0.014261059129911845,0,-9.127184878798822e-05
2000-02-07,1424.239990234375,1427.1500244140625,1413.3299560546875,1424.3699951171875,918100000,-9.127184878798822e-05,-0.0004210443716519,0.0112481375900279,-0.0001135574026174,0.0252175669743883,0.00931178439987842,-0.0010617849386057206,0.010512377877933382,0.016505373269877992,0.014264127473531394,1,0.0122731987506357
2000-02-08,1441.719970703125,1441.8299560546875,1424.239990234375,1424.239990234375,1047700000,0.0122731987506357,-9.127184878798822e-05,-0.0004210443716519,0.0112481375900279,0.0106278192092452,0.0042500166352431624,0.0016924472356954507,0.0061105735734534716,0.01362542171766528,0.012856520587850168,0,-0.0208154221176454
2000-02-09,1411.7099609375,1444.550048828125,1411.6500244140625,1441.719970703125,1050500000,-0.0208154221176454,0.0122731987506357,-9.127184878798822e-05,-0.0004210443716519,-0.0001135574026174,0.004579092543521263,0.0023132870623604604,0.0065671544142633445,0.013983519909948618,0.012910625993782357,1,0.0036268038470079
2000-02-10,1416.8299560546875,1422.0999755859375,1406.4300537109375,1411.699951171875,1058800000,0.0036268038470079,-0.0208154221176454,0.0122731987506357,-9.127184878798822e-05,0.0112481375900279,0.0004387196005156628,0.0006530169762345904,0.01331969443368037,0.015722004741463656,0.013415212369429922,0,-0.0209693201435622
2000-02-11,1387.1199951171875,1416.8299560546875,1378.8900146484375,1416.8299560546875,1025700000,-0.0209693201435622,0.0036268038470079,-0.0208154221176454,0.0122731987506357,-0.0004210443716519,-0.0010855471480883375,0.0014095401602699405,0.012158952026312808,0.015658407986267744,0.013423873655666593,1,0.0020329505010301
2000-02-14,1389.93994140625,1394.9300537109375,1380.530029296875,1387.1199951171875,927300000,0.0020329505010301,-0.0209693201435622,0.0036268038470079,-0.0208154221176454,-9.127184878798822e-05,-0.005195202302470397,0.0020582910487040103,0.015015300485410325,0.01441453358869991,0.013822842742341142,1,0.0087126839521014
2000-02-15,1402.050048828125,1407.719970703125,1376.25,1389.93994140625,1092100000,0.0087126839521014,0.0020329505010301,-0.0209693201435622,0.0036268038470079,0.0122731987506357,-0.00477035783250678,-0.0002601705986318094,0.015224409819637396,0.01192525305511854,0.013534333472896346,0,-0.0102564133818416
