Date,Close,High,Low,Open,Volume,Return,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_ma_5,return_ma_10,volatility_5,volatility_10,volatility_20,target_direction,target_return
2004-12-20,44.34000015258789,44.369998931884766,44.130001068115234,44.33000183105469,1942100,0.0033887195637954193,0.011608149642410097,-0.007072035092997403,0.010052687736462017,0.010761437086445325,0.003423568810703718,-0.0031409194992398234,0.01013405265733328,0.011352797426040662,0.009785252569257523,0,-0.0027100045949534396
2004-12-21,44.220001220703125,44.2400016784668,44.04999923706055,44.130001068115234,1373400,-0.0027100045949534396,0.0033887195637954193,0.011608149642410097,-0.007072035092997403,-0.008232395318801447,0.0019490253061737364,-0.0018545901500067192,0.009301634318098785,0.011283954490471228,0.009586977277319449,0,-0.0045331165372180455
2004-12-22,44.02000045776367,44.22999954223633,43.88999938964844,44.20000076293945,2705800,-0.0045331165372180455,-0.0027100045949534396,0.0033887195637954193,0.011608149642410097,0.010052687736462017,0.003053503450943338,-0.0019926761916071603,0.0080316168634667,0.011285258936341622,0.009544216034512155,1,0.005663170587009161
2004-12-23,44.27000045776367,44.349998474121094,44.04999923706055,44.16999816894531,639800,0.005663170587009161,-0.0045331165372180455,-0.0027100045949534396,0.0033887195637954193,-0.007072035092997403,0.00013634259620732558,2.27243812614325e-05,0.007484092508216813,0.008144604097749879,0.009545711480824072,1,0.004732382566559577
2004-12-27,44.47999954223633,44.560001373291016,44.27000045776367,44.290000915527344,2643500,0.004732382566559577,0.005663170587009161,-0.0045331165372180455,-0.0027100045949534396,0.011608149642410097,0.0026833837322086385,0.0011130192872267658,0.0065229324056259395,0.00809145262658612,0.00950621274315683,0,-0.0024760983329745146
2004-12-28,44.369998931884766,44.470001220703125,44.290000915527344,44.41999816894531,773200,-0.0024760983329745146,0.004732382566559577,0.005663170587009161,-0.0045331165372180455,0.0033887195637954193,0.0013082303170385344,0.0023658995638711263,0.004617529203168817,0.007507544643533495,0.009487183049686546,0,-0.016131193691017877
2004-12-29,43.65999984741211,44.02000045776367,43.349998474121094,43.91999816894531,5632200,-0.016131193691017877,-0.0024760983329745146,0.004732382566559577,0.005663170587009161,-0.0027100045949534396,0.00013526673768454769,0.0010421460219291422,0.0047010582266509785,0.0070135242220053596,0.009459956090704373,1,0.0038862085801196033
2004-12-30,43.83000183105469,43.880001068115234,43.4900016784668,43.5,1289600,0.0038862085801196033,-0.016131193691017877,-0.0024760983329745146,0.004732382566559577,-0.0045331165372180455,-0.0025489710815283398,0.00025226618470749926,0.008787438426145554,0.00846806469006921,0.009985516402180285,0,-0.0006847562433132962
2004-12-31,43.79999923706055,43.939998626708984,43.72999954223633,43.849998474121094,531600,-0.0006847562433132962,0.0038862085801196033,-0.016131193691017877,-0.0024760983329745146,0.005663170587009161,-0.0008651060580608099,-0.0003643817309267422,0.009112820548206585,0.007879141271450637,0.009921526647860219,0,-0.017968665483389802
2005-01-03,43.02000045776367,43.16999816894531,42.7400016784668,42.97999954223633,4750400,-0.017968665483389802,-0.0006847562433132962,0.0038862085801196033,-0.016131193691017877,0.004732382566559577,-0.0021346914241253015,0.00027434615404166855,0.00838941130931951,0.007525941046152138,0.00975199222289458,0,-0.006529845317733264
2005-01-04,42.7400016784668,42.90999984741211,42.459999084472656,42.79999923706055,3456800,-0.006529845317733264,-0.017968665483389802,-0.0006847562433132962,0.0038862085801196033,-0.0024760983329745146,-0.006674901034115177,-0.0026833353585383217,0.009772658303533008,0.008344204046078604,0.009699844467724587,0,-0.0016392348746523818
2005-01-05,42.66999816894531,42.880001068115234,42.599998474121094,42.75,2033600,-0.0016392348746523818,-0.006529845317733264,-0.017968665483389802,-0.0006847562433132962,-0.016131193691017877,-0.007485650431066927,-0.0036751918466911898,0.009501630457254577,0.008128958286540163,0.009616984095026537,0,-0.012261333638891793
2005-01-06,42.150001525878906,42.560001373291016,42.06999969482422,42.47999954223633,2556400,-0.012261333638891793,-0.0016392348746523818,-0.006529845317733264,-0.017968665483389802,0.0038862085801196033,-0.0045872586677938275,-0.003568114874661084,0.008344994126967186,0.008150109372139159,0.00961479726792673,0,-0.007381897245418499
2005-01-07,41.84000015258789,42.38999938964844,41.70000076293945,42.09000015258789,4492700,-0.007381897245418499,-0.012261333638891793,-0.0016392348746523818,-0.006529845317733264,-0.0006847562433132962,-0.007816767111596106,-0.004340936584828458,0.007305800151832906,0.008605468773579391,0.008456407423194402,1,0.002625627696485633
2005-01-10,41.95000076293945,42.06999969482422,41.88999938964844,41.9900016784668,1025800,0.002625627696485633,-0.007381897245418499,-0.012261333638891793,-0.0016392348746523818,-0.017968665483389802,-0.009156195312017149,-0.0056454433680712245,0.006201855703917906,0.007878485029749123,0.00851087006210202,1,0.006178687004495116
2005-01-11,42.209999084472656,42.279998779296875,42.119998931884766,42.209999084472656,1507300,0.006178687004495116,0.002625627696485633,-0.007381897245418499,-0.012261333638891793,-0.006529845317733264,-0.005037336676042061,-0.0058561188550786195,0.005704796167600915,0.007593141942956928,0.008473423513279644,1,0.009197079351984367
2005-01-12,42.599998474121094,42.790000915527344,42.47999954223633,42.52000045776367,1738000,0.009197079351984367,0.006178687004495116,0.002625627696485633,-0.007381897245418499,-0.0016392348746523818,-0.0024956302115963845,-0.004990640321331656,0.007440582027894718,0.008464459840461324,0.008174098942610437,0,0.0
2005-01-13,42.599998474121094,42.599998474121094,42.34000015258789,42.38999938964844,718300,0.0,0.009197079351984367,0.006178687004495116,0.002625627696485633,-0.012261333638891793,-0.00032836736626903445,-0.0024578130170314315,0.009137148713038862,0.008549535673738383,0.00839782792996276,0,-0.0065944371176744334
2005-01-14,42.31999969482422,42.31999969482422,42.130001068115234,42.189998626708984,1262300,-0.0065944371176744334,0.0,0.009197079351984367,0.006178687004495116,-0.007381897245418499,0.002123899361509324,-0.0028464338750433917,0.006355981965038629,0.008314211496103643,0.007985729818763032,0,0.0
2005-01-18,42.31999969482422,42.380001068115234,42.150001525878906,42.220001220703125,666800,0.0,-0.0065944371176744334,0.0,0.009197079351984367,0.002625627696485633,0.002281391387058137,-0.0034374019624795055,0.006064635811427873,0.00835342418504099,0.007969219497577968,0,-0.0014188078686102948
2005-01-19,42.2599983215332,42.650001525878906,42.20000076293945,42.650001525878906,1578900,-0.0014188078686102948,0.0,-0.0065944371176744334,0.0,0.006178687004495116,0.0017562658477610106,-0.0016405354141405253,0.006140575990188501,0.0066364990716254795,0.007357262464404973,0,-0.00023661866710279286
2005-01-20,42.25,42.31999969482422,42.11000061035156,42.119998931884766,1276200,-0.00023661866710279286,-0.0014188078686102948,0.0,-0.0065944371176744334,0.009197079351984367,0.0002367668731399285,-0.0011294316692282284,0.005696612864514486,0.006411098196267121,0.0072440311566223355,1,0.011530935359385552
2005-01-21,42.7400016784668,42.81999969482422,42.290000915527344,42.31999969482422,889800,0.011530935359385552,-0.00023661866710279286,-0.0014188078686102948,0.0,0.0,-0.0016499727306775035,-0.0009891700484732694,0.002825931483631434,0.0064140479787689565,0.007259597750015714,1,0.0007016437791639085
2005-01-24,42.77000045776367,42.81999969482422,42.66999816894531,42.7400016784668,2294900,0.0007016437791639085,0.011530935359385552,-0.00023661866710279286,-0.0014188078686102948,-0.0065944371176744334,0.0006562143411996069,0.0013900568513544652,0.006640124039032747,0.006176517036068962,0.007860803924391879,0,-0.012469253807297102
2005-01-25,42.2400016784668,42.560001373291016,42.099998474121094,42.529998779296875,1332500,-0.012469253807297102,0.0007016437791639085,0.011530935359385552,-0.00023661866710279286,0.0,0.0021154305205672757,0.002198410953812706,0.005318565290096614,0.005378316905295758,0.007700313134421111,1,0.010596989466519383
2005-01-26,42.689998626708984,42.779998779296875,42.560001373291016,42.59000015258789,541800,0.010596989466519383,-0.012469253807297102,0.0007016437791639085,0.011530935359385552,-0.0014188078686102948,-0.0003784202408921449,0.0006889228034344325,0.00851895033930279,0.00709075270445693,0.00789936392473687,0,-0.0016410669918453088
